레퍼런스 URL,계정명 / 채널명,조회수,주제,콘텐츠 결,최근/성과 기준,잘 먹힌 후킹,영상 방식,장면 구성,자막/폰트/배경,CTA 방식,대본 핵심,시리즈명,시리즈 운영 방식,GPT 프롬프트,프롬프트 예시 입력,제작 체크리스트
https://www.instagram.com/cheon_unse/reel/DVhSX98CN0Z,@cheon_unse␤청운운세 - 청운당,"176,000",사주/운세 | 연애/재회운,연애/재회운,"조회수 176,000 기준 상위권 / 시리즈 반복 가능",연애에서는 설렘이 가장␤중요하다고 생각하기 쉽습니다.,"25~45초 감성형. 배경은 실사 감성 영상 또는 AI 인물/풍경. 대사는 짧고 여운 있게, BGM은 잔잔하게.",공감 후킹 → 사주 조건/심리 → 상대 반응 → 조언 → DM/댓글 CTA,"작은 흰색 자막 34~44px, 키워드만 굵게. 지나치게 화려한 카드보다 여백 있는 화면.",팔로우 유도,"연애에서는 설렘이 가장 중요하다고 생각하기 쉽습니다.␤하지만 실제로 결혼까지 이어지는 관계를 보면␤공통적으로 편안함과 안정감이 먼저 형성되는 경우가 많습니다.␤1️⃣ 이상하게 편안한 느낌␤결혼 인연을 만났다고 느끼는 사람들의 공통된 이야기가 있습니다.␤“처음부터 오래 알던 사람 같았다”는 느낌입니다.␤이건 단순히 성격이 맞는 것뿐 아니라␤대화의 리듬, 가치관, 생활 방식 같은 것들이␤크게 충돌하지 않기 때문입니다.␤그래서 감정 소모가 적습니다.␤같이 있어도 피곤하지 않습니다.␤2️⃣ 관계가 자연스럽게 이어진다␤일반적인 연애에서는␤연락 빈도, 관심 표현, 밀고 당기기 같은␤심리 싸움이 생기기 쉽습니다.␤하지만 결혼까지 이어지는 관계에서는␤이런 계산이 크게 필요하지 않은 경우가 많습니다.␤연락이 자연스럽게 이어지고␤약속이 무리 없이 잡히고␤관계…",연애/재회/궁합,"나를 못 잊는 사람 사주, 재회 전조, 오래 가는 궁합, 피해야 할 인연","아래 제목을 기준으로 사주/궁합 관점의 인스타 릴스 대본을 써줘. 25~45초 분량이고, 감정 공감으로 시작해. 사주 조건 3개를 쉽게 풀고, 마지막에는 댓글로 상황을 남기게 유도해. 말투는 단정하지만 따뜻하게.",썸네일 문구=연애에서는 설렘이 가장 중요하다고 생각하기 쉽습니다. | 주제=사주/운세 | 연애/재회운 | CTA=팔로우 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/ruahdam_saju/reel/DXHVudPkwRG,@ruahdam_saju,"168,000",사주/운세 | 연애/재회운,연애/재회운 + 전환형,"조회수 168,000 기준 상위권 / 시리즈 반복 가능",끊었는데도 계속 신경 쓰이는␤사람 있죠 이건 미련이 아니라,"25~45초 감성형. 배경은 실사 감성 영상 또는 AI 인물/풍경. 대사는 짧고 여운 있게, BGM은 잔잔하게.",공감 후킹 → 사주 조건/심리 → 상대 반응 → 조언 → DM/댓글 CTA,"작은 흰색 자막 34~44px, 키워드만 굵게. 지나치게 화려한 카드보다 여백 있는 화면.",저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도,끊었는데도 계속 신경 쓰이는 사람 있죠␤이건 미련이 아니라␤끊어지지 않는 흐름일 수도 있어요␤비슷한 상황 겪어본 사람들은␤이상하게 한 번 더 이어집니다␤근데 중요한 건␤👉 다시 이어지는 인연인지 아니면␤여기서 끝나는 인연인지는 따로 보여요␤이어질 인연인지 아닌지␤헷갈리면 🔮 남기고 DM 주세요␤인연운 따로 봐드릴게요␤🍀 공감되면 좋아요♥️ 한 번 눌러주세요␤🍀 나중에 다시 보려면 저장해두세요␤🍀 비슷한 상황 친구 있으면 공유해보세요␤🍀 팔로우 해두시면 다음 흐름도 계속 알려드릴게요␤📩 자세한 상담은 프로필로 편하게 오세요,연애/재회/궁합,"나를 못 잊는 사람 사주, 재회 전조, 오래 가는 궁합, 피해야 할 인연","아래 제목을 기준으로 사주/궁합 관점의 인스타 릴스 대본을 써줘. 25~45초 분량이고, 감정 공감으로 시작해. 사주 조건 3개를 쉽게 풀고, 마지막에는 댓글로 상황을 남기게 유도해. 말투는 단정하지만 따뜻하게.",썸네일 문구=끊었는데도 계속 신경 쓰이는 사람 있죠 이건 미련이 아니라 | 주제=사주/운세 | 연애/재회운 | CTA=저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/ys_mind_life/reel/DNEDHOKz-KI,@ys_mind_life␤기막힌운세,"158,000",시기별 운세 | 9월 운세,캡션 서사형,"조회수 158,000 기준 상위권 / 시리즈 반복 가능","9월␤8, 에 좋은 소식이 있을␤사람 답답하신마음",15~35초. 감성 배경에 짧은 문장형. 운세와 명언을 섞어 저장/공유를 노림.,공감 문장 → 사주식 해석 → 오늘의 한 문장 → 저장 CTA,"흰색/검정 심플 자막 36~48px, 문장 중심, 배경은 자연/야경/카페.",댓글 유도,"8,9월에 좋은 소식이 있을 사람␤답답하신마음␤이분의 점사를 보시면 꽉막혔던 답답함이 해결될겁니다.␤유료점사 보실분은 댓글에 ""궁금해"" 남겨주시면 Dm드릴게요.",명언/감성 운세,"오늘 마음 운세, 나를 지켜주는 말, 인간관계 운세, 버려야 할 인연","아래 문장을 첫 후킹으로 삼아 인스타 감성 운세 릴스 대본을 만들어줘. 명언처럼 저장하고 싶게 쓰되, 중간에 사주/운세 해석을 2문장 넣어. 15~35초 컷별 자막으로 작성하고 마지막은 저장 CTA로 마무리해.","썸네일 문구=9월 8, 에 좋은 소식이 있을 사람 답답하신마음 | 주제=시기별 운세 | 9월 운세 | CTA=댓글 유도 | 길이=20-45초 | 출력=대본만",1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정


시리즈 운영 방식,GPT 프롬프트,프롬프트 예시 입력,제작 체크리스트
"매일 날짜형, 12지 띠별 로테이션, 주 1회 TOP 순위형으로 묶기","아래 제목을 기준으로 인스타 릴스용 사주 운세 대본을 만들어줘. 제목 문구는 첫 화면 썸네일 문구로 그대로 쓰고, 12~22초 분량으로 작성해. 구조는 1) 첫 문장 후킹 2) 왜 돈운/로또운이 열리는지 사주식 징조 2개 3) 오늘 해야 할 행동 2개 4) 댓글 CTA. 자막은 컷별로 나눠 쓰고, 과장된 확정 표현은 피하면서도 기대감 있게 작성해.",6월 7일 원숭이띠 로또운 터진다,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"띠별 찰떡궁합, 헤어진 뒤 연락 오는 띠, 6월 재회운 TOP, 월별 인연운","아래 썸네일 문구를 기준으로 인스타 릴스용 연애/재회운 대본을 만들어줘. 사주/띠/궁합 관점으로 풀되, 20~35초 안에 들어가게 컷별 자막을 작성해. 구조는 1) 강한 관계 후킹 2) 해당 띠/조건 3) 끌리는 이유 4) 조심할 포인트 5) 댓글 CTA. 마지막은 '내 띠 남기면 다음 편에 봐드릴게요' 식으로 끝내.",속궁합 너무 잘 맞아 절대 헤어질 수 없는 궁합 TOP10,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"자식 덕 보는 띠, 말년에 호강하는 띠, 귀인 오는 띠, 2026년 대박띠","아래 주제로 인스타 릴스 순위형 대본을 만들어줘. 12지 띠를 활용하고 TOP10 또는 TOP5 형식으로 구성해. 각 순위는 짧은 이유 1문장만 붙이고, 1~3위는 조금 더 강하게 설명해. 썸네일 문구, 컷별 자막, 마지막 댓글 CTA까지 작성해.",자식 덕분에 말년에 호강하는 띠 순위,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"오늘 돈 들어오는 사람, 지갑에 넣으면 좋은 것, 로또 사기 좋은 날, 재물운 막는 행동","아래 문구를 첫 화면 썸네일로 쓰고, 재물운/로또운 릴스 대본을 만들어줘. 사주 운세처럼 들리되 실천 행동을 꼭 넣어. 구성은 후킹 1문장, 돈운 징조 3개, 오늘 피해야 할 행동 1개, 오늘 해야 할 행동 2개, 댓글 CTA로 작성해.",월말 전에 돈 들어오는 사람,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"나를 못 잊는 사람 사주, 재회 전조, 오래 가는 궁합, 피해야 할 인연","아래 제목을 기준으로 사주/궁합 관점의 인스타 릴스 대본을 써줘. 25~45초 분량이고, 감정 공감으로 시작해. 사주 조건 3개를 쉽게 풀고, 마지막에는 댓글로 상황을 남기게 유도해. 말투는 단정하지만 따뜻하게.",그 사람이 아직 나를 못 잊은 사주 신호,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.",집에 이 물건 있으면 재물운 막힙니다,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"오늘 마음 운세, 나를 지켜주는 말, 인간관계 운세, 버려야 할 인연","아래 문장을 첫 후킹으로 삼아 인스타 감성 운세 릴스 대본을 만들어줘. 명언처럼 저장하고 싶게 쓰되, 중간에 사주/운세 해석을 2문장 넣어. 15~35초 컷별 자막으로 작성하고 마지막은 저장 CTA로 마무리해.",요즘 유난히 지친 사람에게 들어온 운,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
"돈복 있는 사주, 배우자복, 귀인복, 직업운, 사주에 강한 오행","아래 제목을 기준으로 사주 조건 분석형 릴스 대본을 만들어줘. 명리 용어는 나오되 반드시 쉬운 말로 해석해. 조건 3~5개, 현실에서 보이는 특징, 주의점, 댓글 CTA를 포함해 30~60초 분량의 컷별 자막으로 작성해.",돈복 있는 사주에 꼭 보이는 조건 5가지,"월~금: 날짜/띠/재물/연애 반복, 토: TOP 순위형, 일: 개운법/명언형으로 저장 유도"
